content,toxic,source
哟吼，把你设计的很完美?完美在哪?没图你说个鸡儿？,1,ToxiCN
为什么不能养自己家里,0,ToxiCN
扯得太远了，乙肝什么有多大风险，黑人白人你是跨国知名公司啊，那什么种族都算人才了，我虽然觉得这个老板观点偏激但是企业损失几个月的创收，被人占着岗位，之后拿完钱一走了之，这事真没地方说理。,0,CHSD
把别人划分成白种人黄种人和自卑有什么关系？你这意思把印度人划分成黑种人?你潜意识里不还是觉得白种人比黄种人“高贵”，印度人不配成为“高贵”的白种人?,1,CHSD
黑人没有任何可取之处，包括所谓的运动天赋，鸡肋一样,1,ToxiCN
你没有看文章吗？这个叫兽借着给这个女生讲解课堂的问题，带这个女生上车了，然后就想强奸她啊,0,CHSD
接着扯吧你，江西这本来就是下雪的地方，还说江西人没见过雪，现在地域喷子咋这么多,0,CHSD
东北在山东之前,0,ToxiCN
说就让他们说去吧，作为一个河南人，去外地会有外地朋友打趣问我河南人真的很多偷井盖的吗？我回答他，是呀，我们中考体育加试就是偷井盖。 算是自黑了。 建议河南老乡不要在网上和别人因为地域黑打嘴仗，没有作用，一笑了之，做好自己本职工作。,1,CHSD
还扯什么传播成本，那我是不是可以说男人更不挑，是女的都上，更可能因为滥交传染给女人，女人的性需求根本没有男人这么旺盛，所以一个男艾滋病人的杀伤力比女人强。,1,ToxiCN
往上翻，有楼教你钓鱼辨别的,0,ToxiCN
好像和宗教也有一定关系的，白人奴役黑人有原罪，担心上帝面前过不了关，所以玩明面补偿暗地压制，类似于赎罪卷自欺欺人。,1,CHSD
台湾人很多都没有教养，甚至比内地人素质更低。我公司一个台湾大妈就是这样的。恶心的要死。,1,CHSD
新疆怎么了？,0,ToxiCN
瓜尔佳氏文鸳,0,ToxiCN
我本来特想骂你 但想想还是算了 因为估计你又会说新疆人真没素质,1,CHSD
南方。“我来自福州。”回。“夏天乐死了吧？”,0,CHSD
哦，我懂了，动不动就刀司机跳车的玩意儿，会认为一个人会因为差评就捅人确实挺合理的，不能跟你们共情是我的错,0,ToxiCN
黑人比黄种人犯罪率高不代表黄种人人不会抢劫！,1,CHSD
我不歧视别人，现实生活中也没有人歧视过我，但是我竟然喜欢看你们因为地域歧视这个问题而吵架😅天呐为什么！,1,ToxiCN
这也没办法，黑人大多都是单亲家庭，出身不好，要不是亲戚帮着，可能都没机会打nba，早就死于街头枪战，或者被毒品击倒了。现在你有钱了，就划清界限吗？你的根在社区，而且有钱之后的朋友也会骗你的钱,1,CHSD
你搁发廊作市场调研是吧，剩下的一个是不是扫黄的警察？说实话是不是集体蹲墙角刚被放出来？,1,ToxiCN
女人愿意和她们优秀的非洲老公回非洲我都想捐路费，最怕通过女人黑下来，生窝二代，长大后来一句我是龙的传人，我的妈呀简直头皮都麻了。,1,ToxiCN
不管怎么样，鄙视这种歧视国人，做汉奸帮助侵略者搞子宫战，生哥布林的行为就对了。,1,ToxiCN
兄弟你看过那个非洲社会哥（一黑人小孩）汉语骂人的视频吗？兄弟你觉得粤语骂的话花样是不是会多一点呢，没普通话骂人的话那么单调。,1,CHSD
不过我们宁夏也是少数民族地区，上中国民族大学至少要590[捂脸],0,CHSD
不好意思我们安徽安庆桐城这边只有黄梅戏,0,CHSD
除非没办法是什么意思，不结婚不也是一个办法？,0,ToxiCN
学习UI设计跟性别没什么关系，目前从事设计行业男性跟女性都有。,0,CHSD
你要看概率，黑人百分之三十以上的艾滋病，套套放不住，国内万分之几，你要活腻歪了，你上，得了后你就知道生活了,1,ToxiCN
女的家暴男的闹出过人命的。,0,CHSD
说明你在她心中是供养者，要是a男，耍脾气她是不敢回的,1,ToxiCN
既然你要开地图炮，那我就问一下，上海人是不是很喜欢黑哥呀，毕竟是全国出名的[害羞]上海老人看不起外地人是出了名的,1,CHSD
每一个答案都很好看。我的很多好奇点都得到了解释。只是我觉得你讲的都是你周围相对素质比较高的群体。我总觉得还有很多亚裔不是你说的这么美好的样子，可能生活得相对边缘一些。,0,CHSD
是的是的！！男人没有一个好东西！！,1,CHSD
哈哈哈哈nb造的,1,ToxiCN
这两个姑娘的五官都更偏向白种人啊……最典型的就是那个高鼻梁。中国人欣赏不来的主要就是黑人的鼻子和嘴，有点像猩猩……只要鼻子和嘴不是那么的“黑人”，肤色并不是那么重要。,0,CHSD
黑东北的广东第一名,1,ToxiCN
有了钱和地位，就更管不住下半身了。🙄,1,ToxiCN
不是地域黑，在上海部分小市民的眼中，外地人都是乡下人……,1,CHSD
那要知道这些女人男人塑造的，不过是男人怕其他男人变成舔狗罢了,1,ToxiCN
强迫别人尊重也是不尊重别人,0,ToxiCN
台湾人逛知乎怎么就和河南人偷井盖一样了,1,CHSD
感觉任何国家都有败类，但是似乎大城市的年轻人会更过分一点，我住在荷兰南部的小村子，大多数人都很友好，但是一些叛逆期的青少年以及一些老顽固的确会有种族歧视 但是其实中国人在国外读书真的是各种优越感，全方位碾压的那种,0,CHSD
在浙江办事，规则会高于情义，一个强调情义的人往往会逾越规则，所以这就是在浙江，只跑一处与只跑一地能如此之快地在全省至上而下铺开的原因。,0,CHSD
第一次晓得她，是她跟何炅的小品《幸福鞋垫》，当时给我印象深刻，模仿台湾腔，转身一口东北腔，笑死了。。,0,CHSD
真寄吧恶心,1,ToxiCN
可怜之人必有可恨之处，台湾人自己作死恶心人，十年前舆论可不是这样的。,1,CHSD
不是这样说吗，县里的歧视乡里的，市里的歧视县里的，省里的歧视市里的，一线的歧视二线的，二线的歧视三四线的。,1,CHSD
泼猴尽管发疯，谁是疯子咱们路人眼里清清楚楚,1,ToxiCN
女方叫自己兄弟打丈夫和孩子，不能打回去？？自卫和保护孩子叫直男癌？？,0,CHSD
这么做有啥好处呢？你给解释一下我不明白,0,ToxiCN
别吹嘘自己了，没有用的，你是那样鬼母的阿娜，不管在什么地方，就好像臭水沟里的苍蝇一样，那样的肮脏，那样的恶臭，你的气味，过于馊,1,ToxiCN
中国男人的直男癌？直男癌是中国特有的？请恕我见识少，不太能够理解。,1,CHSD
如果是羊、海豚这样的还是可以接受的（羞）,0,ToxiCN
印度人也是亚洲人，欧双简直太适合,0,CHSD
看过研究 大麻对白种人来说就是劲很大的 但是对一部分黄种人就普通催眠药,0,CHSD
你硬要扯性别矛盾，那你看看男司机撞死人多还是女司机呀，男杀人犯多还是女杀人犯多呀？ 劳烦你去微博和女拳打拳吧,1,CHSD
美国不是流行娶黄种人吗？,0,ToxiCN
我寻思人长得帅的也看不上你啊⁉,1,ToxiCN
你读书的时候，老师、家长会告诉你，女性理科思维不如男性，读文科是最好的选择；于是你选择了文科。,0,CHSD
13年11月出柜失败，在家关禁闭一周。,0,CHSD
所以外省人只会说河南人骗人偷井盖 不会说河南人被骗被政策欺压 像卖到河南假轮胎、坚决引导河南发展农业这种只会呵呵一笑而过,1,CHSD
我们小区住着一个国男娶黑老婆的😅他老婆特别胖😅生的棕色小孩 这种的怎么办,0,ToxiCN
这个确实，小时候惹急了除了骂“尼玛”之类的话就是带着“日本人”骂人[捂脸]，而且是“日本人”不是“小日本”“日本鬼子”,0,CHSD
杨幂的颜在整个娱乐圈是独树一帜的，跟刘亦菲一样，属于那种总裁小说里面的少女脸,0,CHSD
地图炮不是不行啊，你黑河南人还举个例子，黑东北山东人例子都不举的？东北人杀你全家了？还是山东人把你绿了？,1,CHSD
天，连男人都和女人抢男人。,1,CHSD
你知道美国黑人只要自己不作，光靠救济金都能让他们活下去吗？13年义务教育还不够让他们学到知识？不说多高大上的工作，一般收银员、工人、体育助教都能让他们正常的生活下去，但他们有多少人愿意就这么活下去？,0,CHSD
广东本地人说方言被骂有优越感的表示不想说话🙂,1,ToxiCN
我靠真能下得去手啊，我去主校区的时候也见过几个又黑又肥又丑看不清脸，可能是我的学校太好了女生都挺保守的，没听说也没看见哪个女生和黑人谈恋爱😅,1,ToxiCN
黑人问题其实我觉得根本不需要让他们融入我们的社会也不需要让他在我们的大学里学习搞一个类似于监狱的地方设备齐全美名其曰地狱化培训不是更好对于黑老鼠我是真烦以前我在杭州的时候见到三个黑人一边撸串一边打飞机还问我需要一个强壮的男人嘛？我踢翻他的桌子跑了,1,ToxiCN
举报有什么用？又不是只有这一个地方,0,ToxiCN
我怎么知道？ 反正一说成电，我四川的舍友都一脸怪异的看着我。 搞得我也很难受。,0,CHSD
中国人讨厌韩国人。 韩国人同样普遍瞧不起中国人。,1,CHSD
因为华人和黑人一样被歧视就要同情黑人？难道黑人把华人当兄弟？,1,CHSD
以前遇过一东北人也叫我别打，我真没打，等我搜肥的时候喷子喷死我，从此对东北人没好感,1,CHSD
贵州人兴冲冲滴（当然是善意滴）拿了一把折耳根。,0,CHSD
我也觉得恶心，我超级不理解那些腐女乱磕cp，两个普通兄弟被磕cp我不知道当事人什么想法。不知道这个队伍怎么壮大起来的，以前我也不讨厌，可是后来泛滥了，一百个男的里有四十多都是男同，就开始厌恶了，我也不太相信他们天生取向有问题，大概我是烦那些传播同性恋的人,1,ToxiCN
兄弟能不能不要黑我河南人？你为何要说答主是河南人？作为一个河南人，这锅我背不起。,0,CHSD
难道你赞同女性=老弱病残？？？,1,CHSD
是啊，老李是第一次来云南，高原看着他唱的好辛苦。61岁啦，以后没有这么近的机会了,0,CHSD
你不会真以为我是小号了吧，没见度度都不说话了吗,0,ToxiCN
太恶心了这种男的,0,CHSD
不认识地名咋还挺自豪的,0,ToxiCN
社死也是死，都逃不掉，毕竟锅男废拉不堪连黑人都不如，黑人还知道要黑命贵给自己争个公平，锅男脑袋往土里一埋，再抬起来的时候仍然觉得女性柔弱温和[惊喜][惊喜],1,CHSD
请视说这种人为弱智,1,ToxiCN
如果搭配真的按你说的一学就懂，那为什么还有这么多恶心的男人穿着这些衣服？他们是笨还是瞎？,0,CHSD
贵阳夜郎谷，我去过门票四十，但去完后感觉没意思感觉不值票价。ps或许我不懂艺术吧,0,CHSD
祝你生活如意,0,ToxiCN
楼主说的太棒各个被国际鬼子虫类及其它们后代虫混要从各个过家一个不剩赶出去还得全球民间统一结成一个牢不可破联盟而且统一反动Вооруженнаяреволюция推翻国际鬼子虫类及其它们后代虫混亲儿子左棍和республиканскоеправительство这样才能实实在在最终实现拯救过家与民族重要因素,1,ToxiCN
消费主义可是女权源头啊，自己冲自己的源头吗？,1,ToxiCN
反对啥种族歧视啊，我就是歧视黑人，敢想敢说，,1,CHSD
过去歧视女性主要是因为生产力落后，基于资源分配。,1,CHSD
那年我大一 冬天时一共去看过三场 福建 江苏 新疆 都赢了 尤其是新疆那场太激动了 后来也搞笑 季后赛没外援 再后来就迁走了,0,CHSD
为母校打call！！犹记得大一时候在学校西门买煎饼果子，忽然听到身后一个小哥儿用一口超级标准普通话说老板要一个煎饼果子～十分自然就脑补出了一个高个子北方男生的形象，结果一转身，是一黑人……,0,CHSD
